,x,y,z
0,0.1532858757867122,-1.6805994902318184,49.39660372001877
1,-0.20012942567760617,-3.0173976754830454,48.7966650496264
2,-0.5248568047279717,-4.287055212570396,48.213675031461534
3,-0.8228939165225873,-5.510636250886397,47.64428279456342
4,-1.095641684548585,-6.7028499567623525,47.08542907154831
5,-1.3440911872147532,-7.87395016240184,46.5345746164233
6,-1.5689465799599749,-9.031059757458094,45.989711591418036
7,-1.7707027602258274,-10.179097923802583,45.44929607106999
8,-1.9496992324659017,-11.321429802207359,44.91216128471944
9,-2.1061609875895786,-12.460322129359508,44.37743549141121
10,-2.240230624901388,-13.59726344396899,43.84447247755329
11,-2.351993451086909,-14.733189732323046,43.31279590309592
12,-2.441496663115942,-15.86864390364894,42.782056115474816
13,-2.5087636376730686,-17.00388881264282,42.25199728306019
14,-2.553804316733165,-18.13898755846074,41.72243269953896
15,-2.576622587641124,-19.273860657258258,41.19322639064537
16,-2.57722141912431,-20.408326824914848,40.66427950151489
17,-2.5556063643188165,-21.54213211714687,40.13552026981102
18,-2.5113119472679526,-22.686369492967483,39.63232967782434
19,-2.443660422919821,-23.845761059809444,39.168453172845275
20,-2.3525205660341277,-25.013538507961275,38.73079697282208
21,-2.237894384140186,-26.185506826604847,38.31055174666038
22,-2.0998440068938256,-27.35893298187973,37.90183811703054
23,-1.9384585200881854,-28.53194412952544,37.50075017037282
24,-1.7521432670196142,-29.713739660790928,37.13888553741908
25,-1.539963539112322,-30.90702212679846,36.833062713223896
26,-1.3027068637221326,-32.10457855621953,36.56456920275377
27,-1.0399697648325992,-33.30651098668219,36.344319028461676
28,-0.7517769971288766,-34.511152257186865,36.176541040280185
29,-0.43894310634007133,-35.7140157376648,36.0435372563594
30,-0.10196301230302468,-36.91268204326144,35.933521948528956
31,0.25882909636394613,-38.10570380230919,35.83868536944187
32,0.6431788763476627,-39.29210418411158,35.75386470935184
33,1.0508706517753403,-40.47114301252712,35.67565101701672
34,1.4817062223204274,-41.64220478069717,35.60179478396515
35,1.9354937276872546,-42.80474321970724,35.53081209593915
36,2.412041621979269,-43.95825278602597,35.46172425793285
37,2.9111552972520474,-45.10225339044623,35.393885857515464
38,3.4326351228391014,-46.23628189932042,35.3268712984341
39,3.976275271465059,-47.35988724952377,35.26039994689767
40,4.541863002467257,-48.47262757507682,35.19428676079305
41,5.129178222818917,-49.5740684977912,35.128409730570326
42,5.73764869771092,-50.66317015265937,35.05077033610689
43,6.366739740318861,-51.73904800943578,34.95504789839887
44,7.016312627342798,-52.801550791669435,34.847413425147664
45,7.686228263407746,-53.85051391051192,34.73193024920137
46,8.376322783233032,-54.885724391824205,34.61127464147134
47,9.086402942222831,-55.906921683805926,34.48720980028838
48,9.816248485973775,-56.91380842602253,34.36089763582469
49,10.565616301930326,-57.906061919598976,34.233103953286076
50,11.334244427059552,-58.88334355436302,34.10433354959758
51,12.121855337047329,-59.845305824108316,33.9749192002613
52,12.928158462773583,-60.7915973024526,33.84508029212128
53,13.752852051273138,-61.721866086835476,33.71496146448039
54,14.59562452157933,-62.635762155952925,33.584658078837705
55,15.456155450222793,-63.53293898041309,33.454233008620385
56,16.334116293004584,-64.41305462953281,33.32372770779034
57,17.229170922452138,-65.27577254189097,33.19316950814282
58,18.140976038138987,-66.12076207289566,33.06257643040822
59,19.069181490208873,-66.94769889490048,32.93196035627101
60,20.014323943342234,-67.75702564453965,32.81321008230421
61,20.976403619943067,-68.54867745094982,32.712607387204564
62,21.954545555650256,-69.3218693066524,32.62398234214374
63,22.948096861417817,-70.07604833601746,32.543259278384944
64,23.956517261984384,-70.81078286490607,32.46774812640856
65,24.97932437909525,-71.52570965568815,32.39567412934306
66,26.016039555095734,-72.22054699840517,32.32586668699277
67,27.066109387058336,-72.89518646237669,32.257553799932104
68,28.128929975540196,-73.54965781369847,32.19022638524236
69,29.203882108191753,-74.18407652296638,32.12354875373594
70,30.29035112234722,-74.7986113172872,32.057299559309286
71,31.387737872366976,-75.39346371513783,31.99133285425498
72,32.49546436100536,-75.96885517905046,31.92555240717816
73,33.61297625618079,-76.52501905865785,31.859894767957734
74,34.739743636640036,-77.06219552796506,31.79431810102963
75,35.87526076198323,-77.58062838889934,31.728794822398896
76,37.019045330273485,-78.08056303750202,31.663306744790887
77,38.17063748876039,-78.56224515543286,31.597841876598846
78,39.32959874715753,-79.02591985545264,31.53239231127925
79,40.49551087548041,-79.47183111260728,31.466952835736997
80,41.6679748296915,-79.90022137668029,31.401520012775066
81,42.846609726393005,-80.31133130098749,31.33609157611603
82,44.031051875516056,-80.70539954702856,31.2706660315155
83,45.220953873252604,-81.08266263963611,31.20524239376048
84,46.41665441469943,-81.44355581432191,31.155722818622845
85,47.61788369809773,-81.78830721268298,31.13049734881291
86,48.82384568513957,-82.11699099739451,31.12129612122686
87,50.033723541476604,-82.42969319634379,31.146535437284133
88,51.2460165140195,-82.72634761158778,31.215166755737435
89,52.460156341068675,-83.0071465427502,31.31236723473091
90,53.67902591443104,-83.2730359551256,31.388694054449672
91,54.90311492556377,-83.52435799921301,31.416755873607826
92,56.13048381873175,-83.76094452448565,31.41296431713233
93,57.36035291311162,-83.982898088741,31.3881699338914
94,58.592390167583396,-84.19041326247068,31.349530884631776
95,59.826421490451196,-84.38370951359674,31.30176598252899
96,61.06321553469833,-84.56313690672154,31.287767420908235
97,62.301377923184496,-84.72872393468195,31.33054970791421
98,63.53949298060713,-84.8805282134242,31.41073228290414
99,64.77627388077431,-85.01866183125703,31.527424744576702
100,66.0108097145331,-85.1433024930947,31.67842843212843
